Class,Data,text
-1,chuẩn rồi đó bạn. mình cũng rất khó chịu vì cái này. loay hoay len google tìm cách xóa,chuẩn rồi đó bạn mình cũng rất khó chịu vì cái này loay hoay len google tìm cách xóa
-1,Mới lên sáng nay và bị lỗi wifi yếu thấy rõ và bị lỗi messege không gọi được nãn gê,mới lên sáng nay và bị lỗi wifi yếu thấy rõ và bị lỗi messege không gọi được nãn gê
-1,Vỏ nhựa là ko thích rồi;,vỏ nhựa là không thích rồi
-1,"Màn hình 5,5' pin có 3300mAh mà đòi dùng 2 ngày, thật không thể tin nổi,chắc bán cho người adùng thỉnh thoảng lướt web, fb .... thì mới trụ đc đến 2 ngày.",màn hình 5 5   pin có 3300 mah mà đòi dùng 2 ngày thật không thể tin nổi chắc bán cho người adùng thỉnh thoảng lướt web facebook thì mới trụ được đến 2 ngày
-1,Điện thoại chạy Android và WP ngày càng quá khổ.,điện thoại chạy android và wp ngày càng quá khổ
-1,thà mua sony ngon hơn,thà mua sony ngon hơn
-1,Cái này ra cạnh tranh với Mixao được chứ Oppo thì không có cửa rồi vì quá xấu.,cái này ra cạnh tranh với mixao được chứ oppo thì không có cửa rồi vì quá xấu
-1,"Tưởng gì mới, vẫn màn hình dẻo ở giữa, pin nằm trái, bo mạch cứng nằm phải, quấn băng keo đen lại là xong. Vẫn chưa làm được pin và linh kiện dẻo, đừng nói 5 năm, 5 chục năm nữa thì với công nghệ đó chẳng làm xong đc. Chỉ cố ý gây sự chú ý thôi.",tưởng gì mới vẫn màn hình dẻo ở giữa pin nằm trái bo mạch cứng nằm phải quấn băng keo đen lại là xong vẫn chưa làm được pin và linh kiện dẻo đừng nói 5 năm 5 chục năm nữa thì với công nghệ đó chẳng làm xong được chỉ cố ý gây sự chú ý thôi
-1,Màn hình dẽo chưa biết ứbg dụng ra sao. Nhưng smartphone có màn hình dẽo mình thấy nó vô dụng và xàm xí quá. Chả ai rảnh mà tối ngày lấy 2 tay uốn éo cái màn hình smartphone cả.,màn hình dẽo chưa biết ứbg dụng ra sao nhưng smartphone có màn hình dẽo mình thấy nó vô dụng và xàm xí quá chả ai rảnh mà tối ngày lấy 2 tay uốn éo cái màn hình smartphone cả
-1,Nếu nó dẻo ở mức độ nhất định ( bẻ hơi mạnh mới uốn ) thì tốt mà bạn vì khỏi sợ cấn vỡ màn hình hay nếu có rơi cũng yên tâm. Nhưng vấn đề là viên pin nếu chỉ vì cái màn hình mà để đt dài như thế là ko chấp nhận được,nếu nó dẻo ở mức độ nhất định bẻ hơi mạnh mới uốn thì tốt mà bạn vì khỏi sợ cấn vỡ màn hình hay nếu có rơi cũng yên tâm nhưng vấn đề là viên pin nếu chỉ vì cái màn hình mà để điện thoại dài như thế là không chấp nhận được
-1,Asus làm rất tệ về độ sáng màn hình :),asus làm rất tệ về độ sáng màn hình vui
-1,Cỡ tiền này thì cũng chả rẻ!,cỡ tiền này thì cũng chả rẻ
-1,Hy vọng là bản demo chứ bản chính thức mà như thế này thì nhìn như đồ tq :|,hy vọng là bản demo chứ bản chính thức mà như thế này thì nhìn như đồ trung quốc
-1,trời. cái cụm camera sau kìa. quá xấu,trời cái cụm camera sau kìa quá xấu
-1,Mặt sau nhìn giống điện thoại giá rẻ TQ mấy năm trước thế nhỉ !,mặt sau nhìn giống điện thoại giá rẻ trung quốc mấy năm trước thế nhỉ
-1,hy vọng đây không phải là G5 .vì mất hết những nét đặc trưng dòng LG.,hy vọng đây không phải là g5 vì mất hết những nét đặc trưng dòng lg
-1,"Trời ơi, sao xấu thế này. Đâu rồi những nét tinh tế của LG.",trời ơi sao xấu thế này đâu rồi những nét tinh tế của lg
-1,Cũng có suy nghĩ giống bạn. Đút 6s vào túi hơi cấn,cũng có suy nghĩ giống bạn đút 6 s vào túi hơi cấn
-1,Mua 5s cũ là quá đủ xài rồi hơn con asus nhiều bạn ạ,mua 5 s cũ là quá đủ xài rồi hơn con asus nhiều bạn ạ
-1,"Mình đang dùng Xiaomi redmi Note 2 và cảm thấy hối hận vì đã mua dù giá không đắt (2,9 triệu). Chất lượng pin rất tệ, chư được một ngày dù ko chơi game. Các thông số khác cũng hơi ảo so với thực tế. Mình nghĩ redmi 3 cũng vậy thôi. Theo mình bạn nên tham khảo LG Pro 2 trong cùng tầm giá đó.",mình đang dùng xiaomi redmi ghi 2 và cảm thấy hối hận vì đã mua dù giá không đắt 2 9 triệu chất lượng pin rất tệ chư được một ngày dù không chơi game các thông số khác cũng hơi ảo so với thực tế mình nghĩ redmi 3 cũng vậy thôi theo mình bạn nên tham khảo lg pro 2 trong cùng tầm giá đó
-1,"Đang xài redmi3 nè , nhôm nguyên khối chỉ kém là phần 3D hơi thấp",đang xài redmi3 nè nhôm nguyên khối chỉ kém là phần 3d hơi thấp
-1,"tránh xa cái chip mediatek ra nhé bạn, mình đang xài k3 note của lenovo, chip cực tệ. thêm cái là xài 2 sim nên dù pin 3000mA sẽ hao hơn so vs đt xài 1 sim. chờ redmi 3 giảm giá đi b!",tránh xa cái chip mediatek ra nhé bạn mình đang xài k3 ghi của lenovo chip cực tệ thêm cái là xài 2 sim nên dù pin 30 ma sẽ hao hơn so với điện thoại xài 1 sim chờ redmi 3 giảm giá đi bạn
-1,mình xài em này bị đứng máy hoài à,mình xài em này bị đứng máy hoài à
-1,"mình mới mua được 3 hôm cũng cùng ý kiến như bạn, không hài lòng về pin",mình mới mua được 3 hôm cũng cùng ý kiến như bạn không hài lòng về pin
-1,"Cáp sạc của Apple là đểu nhất trong các hãng, dùng mấy bữa là toác hết cả dây.",cáp sạc của apple là đểu nhất trong các hãng dùng mấy bữa là toác hết cả dây
-1,"cái này thì quá chuẩn =)) ko bọc biếc cẩn thận là toác vỏ ngay, ruột thì cũng bền nhưng cái lớp bên ngoài hở cái là rách",cái này thì quá chuẩn vui không bọc biếc cẩn thận là toác vỏ ngay ruột thì cũng bền nhưng cái lớp bên ngoài hở cái là rách
-1,"WP sắp chết rồi. HĐH thiếu đủ thứ 2 năm qua chả có cái gì mới trong khi các HĐH mới cập nhật ào ào, giờ làm bản Win10 mobile mà hứa hứa nữa hứa mãi, Microsoft quá xem thường khách hàng. Lúc đầu tôi mua máy WP cũng nghĩ là máy ổn định và mượt nhưng khi xài theo thời gian mới thấy chán kinh khủng.",wp sắp chết rồi hđh thiếu đủ thứ 2 năm qua chả có cái gì mới trong khi các hđh mới cập nhật ào giờ làm bản win10 mobile mà hứa nữa hứa mãi microsoft quá xem thường khách hàng lúc đầu tôi mua máy wp cũng nghĩ là máy ổn định và mượt nhưng khi xài theo thời gian mới thấy chán kinh khủng
-1,"Không hiểu sao đang dùng Microsoft 950 XL được quảng cáo là chiếc điện thoại tốt nhất nhưng dùng thì chậm vô cùng, facebook vào cực kỳ chậm và máy thường xuyên bị treo do quá nóng, chuyển đến trung tâm bảo hành thì báo máy nó như thế. Rất thất vọng thì sản phẩm giá thì cao nhưng tiện ích mang lại không như ý muốn mặc dù điểm mạnh của chiếc điện thoại này chụp hình rất đẹp",không hiểu sao đang dùng microsoft 950 xin lỗi được quảng cáo là chiếc điện thoại tốt nhất nhưng dùng thì chậm vô cùng facebook vào cực kỳ chậm và máy thường xuyên bị treo do quá nóng chuyển đến trung tâm bảo hành thì báo máy nó như thế rất thất vọng thì sản phẩm giá thì cao nhưng tiện ích mang lại không như ý muốn mặc dù điểm mạnh của chiếc điện thoại này chụp hình rất đẹp
-1,được cái ngoại hình đẹp mà cấu hình lởm quá !,được cái ngoại hình đẹp mà cấu hình lởm quá
-1,đẹp..nhưng chán dùng wp rồi!,đẹp nhưng chán dùng wp rồi
-1,Tôi cũng mới đọc tin. Mà chip chán quá. Cam 13 thì cũng nhắm mắt mua. Có điều vẫn băn khoăn cái lượng pin. Hi vọng bản XL pin đc 2500,tôi cũng mới đọc tin mà chip chán quá cam 13 thì cũng nhắm mắt mua có điều vẫn băn khoăn cái lượng pin hi vọng bản xin lỗi pin được 2500
-1,"ôi cái cấu hình đt "" mạnh kinh """,ôi cái cấu hình điện thoại mạnh kinh
-1,"Cấu hình khủng bố tinh thần quá, giá cũng đâu hấp dẫn gì!",cấu hình khủng bố tinh thần quá giá cũng đâu hấp dẫn gì
-1,"Android nào lag thế? Chắc lấy mấy con ghẻ lở đời cũ ra để nói, chứ mấy con đời 2015 RAM 2GB trở lên là chả sợ lag. Dùng WP thì chỉ có hối hận thôi",android nào lag thế chắc lấy mấy con ghẻ lở đời cũ ra để nói chứ mấy con đời 2015 ram 2gb trở lên là chả sợ lag dùng wp thì chỉ có hối hận thôi
-1,"Theo tôi bạn nên chọn Iphone hay điện thoại Android mà dùng, bản thân tôi đang dùng 950XL và hoàn toàn thất vọng vì phần mềm quá ư là bất tiện, mọi thứ đều chậm đều và máy quá nóng, facebook thì post 1 tin phải chờ 2-3 phút mới lên. Quá thất vọng với hệ điều hành Windows 10 trên mobile và đang chờ cải tiến để tốt hơn.",theo tôi bạn nên chọn iphone hay điện thoại android mà dùng bản thân tôi đang dùng 950xl và hoàn toàn thất vọng vì phần mềm quá ư là bất tiện mọi thứ đều chậm đều và máy quá nóng facebook thì post 1 tin phải chờ 2   3 phút mới lên quá thất vọng với hệ điều hành windows 10 trên mobile và đang chờ cải tiến để tốt hơn
-1,"Cùng tầm tiền với 2 sản phẩm trên thì bạn có thể tham khảo khá nhiều mẫu Android cận cao cấp hoặc cao cấp. Và với cấu hình của các sản phẩm Android cận cao cấp trở lên thì vấn đề mà bạn lo ngại là giật lag sẽ hầu như ko xảy ra. Chưa kể khi cập nhật lên phiên bản hệ điều hành mới sẽ càng mượt vì Android càng phiên bản cao càng mượt. Mình khuyên thật lòng, bởi mình cũng đang dùng 1520 , thực sự là quá chán với kho ứng dụng của Windows Phone, từng hy vọng Windows 10 Mobile sẽ là một cuộc lột xác ngoạn mục, thế nhưng ứng dụng nghèo nàn và chất lượng kém thì vẫn ko cải thiện được. Ý kiến góp ý của cá nhân mình. Mong rằng bạn sẽ có sự lựa chọn đúng đắn.",cùng tầm tiền với 2 sản phẩm trên thì bạn có thể tham khảo khá nhiều mẫu android cận cao cấp hoặc cao cấp và với cấu hình của các sản phẩm android cận cao cấp trở lên thì vấn đề mà bạn lo ngại là giật lag sẽ hầu như không xảy ra chưa kể khi cập nhật lên phiên bản hệ điều hành mới sẽ càng mượt vì android càng phiên bản cao càng mượt mình khuyên thật lòng bởi mình cũng đang dùng 1520 thực sự là quá chán với kho ứng dụng của windows phone từng hy vọng windows 10 mobile sẽ là một cuộc lột xác ngoạn mục thế nhưng ứng dụng nghèo nàn và chất lượng kém thì vẫn không cải thiện được ý kiến góp ý của cá nhân mình mong rằng bạn sẽ có sự lựa chọn đúng đắn
-1,Thực tế thi quá thất vọng,thực tế thi quá thất vọng
-1,Chả có con nào đẹp,chả có con nào đẹp
-1,"Quá xấu vì không phải là samsung, thiết kế samsung khác hoàn toàn với apple. Tính năng cần, chụp hình hơn Note 5, dung lượng nhớ ít nhất 64 gb, fast charge, chụp hình  20 Mpx, thiết kế khác apple.",quá xấu vì không phải là samsung thiết kế samsung khác hoàn toàn với apple tính năng cần chụp hình hơn ghi 5 dung lượng nhớ ít nhất 64 gb fast charge chụp hình 20 mpx thiết kế khác apple
-1,Galaxy nào pin cũng nhanh chai và bị nóng máy rất hay bị lỗi và nóng lên là chạm lung tung đứng máy hoài,galaxy nào pin cũng nhanh chai và bị nóng máy rất hay bị lỗi và nóng lên là chạm lung tung đứng máy hoài
-1,Sam sung dung đuợc may thang la may bi đơ chi co ISO LA OK,sam sung dung được may thang la may bi đơ chi co iso la được
-1,Em thề là về quê em ở Hải Dương sóng còn ko có trong ngày tết cơ. Mạng 3G V - Hãy lướt theo cách của bạn. Còn chậm theo cách của chúng tôi. :D,em thề là về quê em ở hải dương sóng còn không có trong ngày tết cơ mạng 3g v   hãy lướt theo cách của bạn còn chậm theo cách của chúng tôi vui
-1,mạng 3g mà vài phút đã mất mấy trăm nghìn rồi 4G chắc nhà mạng nó rút 5 triệu 1 phút quá,mạng 3 g mà vài phút đã mất mấy trăm nghìn rồi 4g chắc nhà mạng nó rút 5 triệu 1 phút quá
-1,"Sony tốt hơn Samsung 10 về trước thời Non OS lúc C901, 905, làm mưa làm gió thì đúng như z thật . Sony giờ bảo thủ lắm , ngoài thiết kế ra thì ko có gì có thể so sánh dc với Samsung đâu bạn .",sony tốt hơn samsung 10 về trước thời non os lúc c901 905 làm mưa làm gió thì đúng như vậy thật sony giờ bảo thủ lắm ngoài thiết kế ra thì không có gì có thể so sánh được với samsung đâu bạn
-1,Đừng mua J7.Am thanh thì nhỏ. Sóng rất yếu bị mất sóng hoài,đừng mua j7 am thanh thì nhỏ sóng rất yếu bị mất sóng hoài
-1,"Nếu chọn 1 trong 2 máy trên thì mình khuyên bạn mua samsung vì sony m4 aqua đang vướng lỗi bộ nhớ trong còn rất ít để cài ứng dụng, bạn có thể google để rõ hơn, nếu thích sony bạn có thể mua dòng khác, good luck",nếu chọn 1 trong 2 máy trên thì mình khuyên bạn mua samsung vì sony m4 aqua đang vướng lỗi bộ nhớ trong còn rất ít để cài ứng dụng bạn có thể google để rõ hơn nếu thích sony bạn có thể mua dòng khác tốt luck
-1,"J7 đi bạn, camera cùng 13m nhưng M4 chụp hình xấu tệ hại luôn, khả năng bắt nét cực kém.",j7 đi bạn camera cùng 13 mình nhưng m4 chụp hình xấu tệ hại luôn khả năng bắt nét cực kém
-1,"Chào em, em có thể xem trên youtube về đánh giá 2 sản phẩm này. Nếu anh thì anh chọn M4, có tính năng chống nước. J7 thì có vẻ đẹp hơn nhưng về phần cứng thì ko bằng đâu. Máy chạy lag hay ko là phần lớn do người dùng biết thao tác để tối ưu nha em. 2 máy điều có cấu hình tương đương, cũng khác là mạnh, em ko sử dụng app nặng nhiều thì yên tâm về tốc độ xử lý.Chúc em mau có máy mới sử dụng.",chào em em có thể xem trên youtube về đánh giá 2 sản phẩm này nếu anh thì anh chọn m4 có tính năng chống nước j7 thì có vẻ đẹp hơn nhưng về phần cứng thì không bằng đâu máy chạy lag hay không là phần lớn do người dùng biết thao tác để tối ưu nha em 2 máy điều có cấu hình tương đương cũng khác là mạnh em không sử dụng app nặng nhiều thì yên tâm về tốc độ xử lý chúc em mau có máy mới sử dụng
-1,sony m4aqua dung giật lag lắm bạn ạ,sony m4aqua dung giật lag lắm bạn ạ
-1,"Đừng ai xài của Sony vì tôi mua Sony Experia M4 mau hết pin,nóng máy vô lý, còn NV Bảo hành thì kg có 1 chút cảm tình.6.490.000 khi mới mua về thì đã bị cho tới bây giờ,tôi yêu cầu được đổi máy khác ngay khi mới mua 3 tuần nhưng kg được đổi.Thất vọng quá",đừng ai xài của sony vì tôi mua sony experia m4 mau hết pin nóng máy vô lý còn nhân viên bảo hành thì kg có 1 chút cảm tình khi mới mua về thì đã bị cho tới bây giờ tôi yêu cầu được đổi máy khác ngay khi mới mua 3 tuần nhưng kg được đổi thất vọng quá
-1,"Mình đang xài con m4 đây chán lắm bộ nhớ trong chỉ có 8g thôi, có nhiều ứng dụng tải về không chuyển sang bộ nhớ ngoài được nên rất mau đầy khuyên bạn nên dùng j7 là không hối hận bạn nhé",mình đang xài con m4 đây chán lắm bộ nhớ trong chỉ có 8 g thôi có nhiều ứng dụng tải về không chuyển sang bộ nhớ ngoài được nên rất mau đầy khuyên bạn nên dùng j7 là không hối hận bạn nhé
-1,"Thời buổi này còn coi chụp ảnh và nghe nhạc là thế mạnh của Sony? Tôi dùng vài đời Sony và đã quá thất vọng, sau đó chuyển sang LG, Samsung đều thấy hơn hẳn Sony",thời buổi này còn coi chụp ảnh và nghe nhạc là thế mạnh của sony tôi dùng vài đời sony và đã quá thất vọng sau đó chuyển sang lg samsung đều thấy hơn hẳn sony
-1,mình chưa xài J7 nhưng mình đang xài cái sony đó được 2 năm mình thấy nó ok...chỉ mỗi tội thấy loa sony hơi nhỏ...nghe nhạc phải để gần hok thì xài phone thôi....nghe nhạc nhiều thì bất tiện...,mình chưa xài j7 nhưng mình đang xài cái sony đó được 2 năm mình thấy nó được chỉ mỗi tội thấy loa sony hơi nhỏ nghe nhạc phải để gần không thì xài phone thôi nghe nhạc nhiều thì bất tiện
-1,"Sony hay lỗi mà lắm, quanh nhà mình mua sony gần như đi gần hết sau 3 năm, may cái nhà mình còn bh 2 năm nên thay kịp ko mất tiền:(",sony hay lỗi mà lắm quanh nhà mình mua sony gần như đi gần hết sau 3 năm may cái nhà mình còn bh 2 năm nên thay kịp không mất tiền
-1,"lên bản mới pin để từ tối đến sáng không xài tụt pin gần 25%, đang hối hận vì nâng cấp đây",lên bản mới pin để từ tối đến sáng không xài tụt pin gần 25   đang hối hận vì nâng cấp đây
-1,"xài đồ Apple bực mình lắm , 1 năm là ra cái mới trong khi cái cũ xài hoài không hư",xài đồ apple bực mình lắm 1 năm là ra cái mới trong khi cái cũ xài hoài không hư
-1,4s cua e vua nang 9.2.1 thi nút home liệt nan ghe,4 s cua em vua nang thi nút home liệt nan ghe
-1,Có ai dùng 6s lên 9.2.1 lại nhanh hết pin như tôi không. Nhanh hết pin quá,có ai dùng 6 s lên lại nhanh hết pin như tôi không nhanh hết pin quá
-1,"Suốt ngày vá lỗi, thua luôn apple, kiểu gì cũng vẫn lỗi.",suốt ngày vá lỗi thua luôn apple kiểu gì cũng vẫn lỗi
-1,mình dùng máy iphon 6 plus tải ios 9.2.1 về máy bây gio dùng lag thế không být,mình dùng máy iphon 6 plus tải ios về máy bây gio dùng lag thế không být
-1,"Mình không rõ bạn mua phiên bản R6 hay R7, nhưng nếu là mình thì mua con M-Audio AV42 ngon hơn.",mình không rõ bạn mua phiên bản r6 hay r7 nhưng nếu là mình thì mua con mình   audio av42 ngon hơn
-1,"dúng rồi đó bạn, zen chup anh quá tệ, thua ca cái samsung dưới 3 chai",dúng rồi đó bạn zen chup anh quá tệ thua ca cái samsung dưới 3 chai
-1,"G4 mình cũng mua zenfone 2 ma thường bị đứnghoài ghét , hối hận",g4 mình cũng mua zenfone 2 ma thường bị đứnghoài ghét hối hận
-1,"Không nên mua Zenfone 2: màn hình xấu, chip Intel chưa hoàn toàn tương thích với một số phần mềm, chụp hình bình thường, pin cũng chả xuất sắc gì...",không nên mua zenfone 2   màn hình xấu chip intel chưa hoàn toàn tương thích với một số phần mềm chụp hình bình thường pin cũng chả xuất sắc gì
-1,"Chia sẽ với các bạn tý. mình đang dùng zenfone 2. Thật sự thất vọng với những gì mình đã mong đợi. Máy có độ sáng màn hình thấp. ra nắng là mù luôn. rất hay lỗi mất sóng, đôi khi đang nghe ai đó gọi đến,tự nhiên mất sóng, ngắt cuộc gọi giữa chừng làm họ tưởng mình không thích nghe, thật bất tiện. Nghe nói đa số dòng zen 2 lỗi mất sóng và sóng yếu, chụp ảnh không đẹp tuy camera 8 chấm. chỉ được một điểm cộng duy nhất là có mặt kính cường lực chống được trầy sướt nên khỏi phải dán màn hình. không bao giờ dùng asus nửa",chia sẽ với các bạn tý mình đang dùng zenfone 2 thật sự thất vọng với những gì mình đã mong đợi máy có độ sáng màn hình thấp ra nắng là mù luôn rất hay lỗi mất sóng đôi khi đang nghe ai đó gọi đến tự nhiên mất sóng ngắt cuộc gọi giữa chừng làm họ tưởng mình không thích nghe thật bất tiện nghe nói đa số dòng zen 2 lỗi mất sóng và sóng yếu chụp ảnh không đẹp tuy camera 8 chấm chỉ được một điểm cộng duy nhất là có mặt kính cường lực chống được trầy sướt nên khỏi phải dán màn hình không bao giờ dùng asus nửa
-1,"Một lần mua Z1 chính hãng nhớ đời, dùng được 1 năm thì vỡ màn hình ( gẫy luôn con Victor barave sword 12 ) trong cùng 1 ngày, ra  thay mất 4tr2, thay về được 2 tháng thì lỗi main mới cú. Mang ra phán 4tr5 thay main, em xót tiền quá, mang về. Mang ra hàng điện thoại bán, xác máy 1tr5, em xót quá mang về làm kỷ niệm. Giờ chỉ mua hàng xách tay của Nhật, giá hợp lý mà bền.",một lần mua z1 chính hãng nhớ đời dùng được 1 năm thì vỡ màn hình gẫy luôn con victor barave sword 12 trong cùng 1 ngày ra thay mất 4 tr2 thay về được 2 tháng thì lỗi main mới cú mang ra phán 4 tr5 thay main em xót tiền quá mang về mang ra hàng điện thoại bán xác máy 1 tr5 em xót quá mang về làm kỷ niệm giờ chỉ mua hàng xách tay của nhật giá hợp lý mà bền
-1,chup hinh xau lam,chup hinh xấu lam
-1,Giá này mua V10 cho ngon,giá này mua v10 cho ngon
-1,Lenovo chụp hình xấu nhất cõi đời . mua dùng thử đi rồi bít,lenovo chụp hình xấu nhất cõi đời mua dùng thử đi rồi bít
-1,"xài nhanh xuống máy lắm e ơi , tầm giá đó chọn G3 ngon hơn .",xài nhanh xuống máy lắm em ơi tầm giá đó chọn g3 ngon hơn
-1,"G2 loạn cảm ứng, G3 hay tắt nguồn, G4 hay chết mainboard. Biết thì khuyên ko bít thì thôi...khuyên bậy hại người ta",g2 loạn cảm ứng g3 hay tắt nguồn g4 hay chết mainboard biết thì khuyên không bít thì thôi khuyên bậy hại người ta
-1,"Điện thoại của Mobistar khá rẻ, và mình nhìn vào giá cả + các thông số kỹ thuật của con Prim X cũng mê lắm, tuy nhiên nhớ lại 5 lần (=10 lượt) đi bảo hành cái 452 KEM thì lại thấy ngán quá đi thôi.",điện thoại của mobistar khá rẻ và mình nhìn vào giá cả   các thông số kỹ thuật của con prim x cũng mê lắm tuy nhiên nhớ lại 5 lần 10 lượt đi bảo hành cái 452 kem thì lại thấy ngán quá đi thôi
-1,"Điện thoại này chế độ bảo hành rất tệ, mình có mua 1 cái bị hư phần cảm ứng đến bảo hành họ bảo đổi cái mới, và bù tiền rất nặng.",điện thoại này chế độ bảo hành rất tệ mình có mua 1 cái bị hư phần cảm ứng đến bảo hành họ bảo đổi cái mới và bù tiền rất nặng
-1,Nhược điểm là thiết kê quá phẳng và loa để ở sau lưng nên để trên mặt bàn gần như không nghe thấy chuông,nhược điểm là thiết kê quá phẳng và loa để ở sau lưng nên để trên mặt bàn gần như không nghe thấy chuông
-1,Ai có ý định mua primex thì mình khuyên hãy suy nghĩ lại.Mình mua một con từ lúc chưa có hàng phải đặt mua onl.nhưng chưa được 1 năm thì cái được gọi là nhôm nguyên khối của primex bi bong ra.Va no chỉ là viền kim loại ngươi ta gắn keo.Thật kinh hoàng,ai có ý định mua primex thì mình khuyên hãy suy nghĩ lại mình mua một con từ lúc chưa có hàng phải đặt mua online nhưng chưa được 1 năm thì cái được gọi là nhôm nguyên khối của primex bi bong ra va no chỉ là viền kim loại ngươi ta gắn keo thật kinh hoàng
-1,Đọc những dòng của bạn thì mình thấy Ipad cũng lắm lỗi nhưng vì có giá cao nên người ta chắp vá để bán lại.,đọc những dòng của bạn thì mình thấy ipad cũng lắm lỗi nhưng vì có giá cao nên người ta chắp vá để bán lại
-1,Giá hơi cao. Đành đợi 1 năm nữa rồi lấy em.,giá hơi cao đành đợi 1 năm nữa rồi lấy em
-1,Mặt trước màu đen không hợp với màu vỏ sau lắm,mặt trước màu đen không hợp với màu vỏ sau lắm
-1,"Bạn đăng bài ghi sai kích thước màn hình model A7 (2016) chỉ có kích thước 5.5"" thôi. Giá này mà samsung đưa ra vẫn hơi chát so với cấu hình như vậy, chưa nên mua vào lúc này!",bạn đăng bài ghi sai kích thước màn hình model a7 2016 chỉ có kích thước thôi giá này mà samsung đưa ra vẫn hơi chát so với cấu hình như vậy chưa nên mua vào lúc này
-1,"Cấu hình bèo mà đòi đú.....ZenFone Selfie cũng 6 triệu 5 mà camera trước 13MP, màn hình Full HD....Không cạnh tranh nổi đâu!!",cấu hình bèo mà đòi đú zenfone selfie cũng 6 triệu 5 mà camera trước 13mp màn hình đầy hd không cạnh tranh nổi đâu
-1,Oppo là hãng điện thoại nào mà giá trên trời vậy nhỉ.,oppo là hãng điện thoại nào mà giá trên trời vậy nhỉ
-1,Đúng thế con neo 7 màn hình qhd mà giá gần 4trieu mình ko hiểu oppo định giá kiểu gì ảo tưởng vô cùng.,đúng thế con neo 7 màn hình qhd mà giá gần 4 triệu mình không hiểu oppo định giá kiểu gì ảo tưởng vô cùng
-1,vừa lên kệ hí hứng và nhận ra em nó quá tệ so với số tiền bỏ ra đúng là hàng trung quốc mà ảo tưỡng về giá,vừa lên kệ hí hứng và nhận ra em nó quá tệ so với số tiền bỏ ra đúng là hàng trung quốc mà ảo tưỡng về giá
-1,"Mọi thông số của còn này đều thua hẳn Selfie, nhưng lại có cùng mức giá bán thì nghĩ cũng khó sinh tồn thật. Ram cũng 3GB như selfie chứ đâu có hơn",mọi thông số của còn này đều thua hẳn selfie nhưng lại có cùng mức giá bán thì nghĩ cũng khó sinh tồn thật ram cũng 3gb như selfie chứ đâu có hơn
-1,Oppo ảo tưởng giá quá,oppo ảo tưởng giá quá
-1,con này thua con selfie rất nhiều chỉ được cái RAM 3GB còn lại thì không sánh bằng con zenfone selfie được,con này thua con selfie rất nhiều chỉ được cái ram 3gb còn lại thì không sánh bằng con zenfone selfie được
-1,Sony c5 camera trc 13 mpx chup hinh con thua oppo. Oppo selfie dep thiet,sony c5 camera trước 13 mpx chup hinh con thua oppo oppo selfie đẹp thiet
-1,Dòng smartphone giá rẻ muôn đời ra công k đc tốt và linh kiện cũng k đc ngon nên hay bị lỗi vặt và chết màn. Ai may mắn thì dùng đc máy ngon,dòng smartphone giá rẻ muôn đời ra công không được tốt và linh kiện cũng không được ngon nên hay bị lỗi vặt và chết màn ai may mắn thì dùng được máy ngon
-1,"Vẫn kiểu dáng thiết kế xấu, vẫn chất liệu nhựa rẻ tiền như ngày nào. Hy vọng chất lượng khá hơn Zen5",vẫn kiểu dáng thiết kế xấu vẫn chất liệu nhựa rẻ tiền như ngày nào hy vọng chất lượng khá hơn zen5
-1,Tớ không chê xấu. Nhưng Asus nhìn như không thoát đc thiết kế này. Nếu bỏ qua màu mè thì khi đặt gần nhau giữa các dòng đt asus chỉ là sự phóng to thu nhỏ của một nguyên mẫu. Quá đơn điệu.,tớ không chê xấu nhưng asus nhìn như không thoát được thiết kế này nếu bỏ qua màu mè thì khi đặt gần nhau giữa các dòng điện thoại asus chỉ là sự phóng to thu nhỏ của một nguyên mẫu quá đơn điệu
-1,"tôi đã dùng qua,và mua giúp mấy người bạn gần 10 sản phẩm của Asus, thực ra vì tôi bị eo hẹp về kinh tế...thấy rẻ, thì xài thôi nhưng thật công bằng thì Asus kiểu dáng xấu, thô, mau xuống mã, khó chịu nhất là ăn pin khiếp quá...",tôi đã dùng qua và mua giúp mấy người bạn gần 10 sản phẩm của asus thực ra vì tôi bị eo hẹp về kinh tế thấy rẻ thì xài thôi nhưng thật công bằng thì asus kiểu dáng xấu thô mau xuống mã khó chịu nhất là ăn pin khiếp quá
-1,Asus ư?Pin thường kém và hay lỗi sac lắm....sạc lâu ví như Google Neus 7 chăng hạn.,asus ư pin thường kém và hay lỗi sac lắm sạc lâu ví như google neus 7 chăng hạn
-1,"Đúng là zenfone tệ thật. Pin nhanh hết , nghe nhỏ, mau xuống mã.",đúng là zenfone tệ thật pin nhanh hết nghe nhỏ mau xuống mã
-1,"Đồng ý với bạn, mình mới dùng mobiistar được chưa tới 1 tuần rồi phải ra thế giới di động đổi ngay vì bị lỗi, may quá hư sớm nên không tốn phí đổi trả !!",đồng ý với bạn mình mới dùng mobiistar được chưa tới 1 tuần rồi phải ra thế giới di động đổi ngay vì bị lỗi may quá hư sớm nên không tốn phí đổi trả
